author,amount,content,likes,authorProfilePicture
"@Blazing-bs","€2,49","My glorious king pin me and for every sub this video gets you shall receive one cent","4,9 K","https://yt3.ggpht.com/F3LQiuR_x7o_XJSKpPO52qF49nFuxaU88dfzx1mjRGzjo7dnYiVf6Z7lJ6Za88N5sbelaI3cwQ=s88-c-k-c0x00ffffff-no-rj"
"@DemonDante-v6k","₹40,00","Talking Hank ️ Freaky ahh Moaning Hank ️ (Btw I feel bad for Becca )","2 K","null"
"@needapausebutton","$2,00","Freaky hank ","7,2 K","null"
"@Blinkxly1987","MX$20,00","Paying your therapy","1,6 K","null"
"@2KE-587","$50,00","Get a barber buddy","2,6 K","https://yt3.ggpht.com/vz5HR1BBg6p-IHFfiIiQPzrq1-OjtgX3QNwUwwgJ2eYq-TQ4u5HYp-TthQKBx0M9ZFGIbc_TwX8=s88-c-k-c0x00ffffff-no-rj"
"@manoharane5141","₹40,00","Thanks guys for 1k likes","1,4 K","https://yt3.ggpht.com/ytc/AIdro_mywEtXmbX-JmMLdrKFoIUqOyNVjLiv_QcgckwkWVGDtmI=s88-c-k-c0x00ffffff-no-rj"
"@SongulYldrmtimar-xg4dr","₺20,00","Hello zdak i am your big fan from turkey🇹🇷","91","https://yt3.ggpht.com/ytc/AIdro_naVtQgGqLR2mEJBYsUptJWeahbG_5vnBCPaDOqBcwUdRBL6bJjSCLq-kGRbS6uIBwmZQ=s88-c-k-c0x00ffffff-no-rj"
"@ryderTheHedgehog2004","$4,99","Here, now answer me why do you only respond to people who give money? It’s money so you have to answer buddy","366","https://yt3.ggpht.com/obX3rxXMH2Pa60eaMSBDh8UNXxskg3Zxc5TV4u6Ay8ayG2FtTOwX-9lI57TWMZXGJ9MFKeoY=s88-c-k-c0x00ffffff-no-rj"
"@hckingking","CA$10,00"," isn't enough to describe how awesome he is for doing these.","1,9 K","https://yt3.ggpht.com/Kt1yHvnp8OwNTUtjIbSXVbOlid8O3CCIqgML5IBSXanpeGNcocOiK25jekCNw2y8BbzaoLKjAw=s88-c-k-c0x00ffffff-no-rj"
"@2KE-587","$10,00","Hi Zdak","586","https://yt3.ggpht.com/vz5HR1BBg6p-IHFfiIiQPzrq1-OjtgX3QNwUwwgJ2eYq-TQ4u5HYp-TthQKBx0M9ZFGIbc_TwX8=s88-c-k-c0x00ffffff-no-rj"
"@ColinDiscord","₫50.000","No donation? Let me fix that.","292","https://yt3.ggpht.com/DuCUmeVGuOcK9Z-RVUtCEdyeUwhQuhQKL2hAmOyeN25TByUm1jw5CkyeEVRxRZlVOqrs6PYr=s88-c-k-c0x00ffffff-no-rj"
"@Maruzukii","CA$2,79","I bet zdak has this problem. Sorry to make it worst.","1 K","https://yt3.ggpht.com/ixJKHKV1mCxSxOFVW2vhsrm2GT-GykryKyOepHqjwyDv-zASTRtQDeZtpsBoYlXl9baO5_6L0Wk=s88-c-k-c0x00ffffff-no-rj"
"@Nekoeditsog","₹100,00","The best meme page i will ever know Love your memes zdak","1,9 K","null"
"@Art3misVR","$1,99","That’s way too cold ","307","https://yt3.ggpht.com/KZWR8JNzw5YFS4IKFqYCEvZwOBzgsighgFTi2swp3Zfv0N36YVIAgVbIDpeB-xdvzOprfNcj7wU=s88-c-k-c0x00ffffff-no-rj"
"@ColinDiscord","₫50.000","Just like my bank account for donating to you.","1,9 K","https://yt3.ggpht.com/DuCUmeVGuOcK9Z-RVUtCEdyeUwhQuhQKL2hAmOyeN25TByUm1jw5CkyeEVRxRZlVOqrs6PYr=s88-c-k-c0x00ffffff-no-rj"
"@Nekoeditsog","₹40,00","Love ur videos brother ","442","null"
"@mariamonroy6154","$1,99","This took me 4 hours to figure out ","6 K","https://yt3.ggpht.com/l-RSvjKiCnykqjargaQBCNX6RvxbCXEHrgbd_cvN5T33nafYAeX5lXataZp3zGp08YjnVjIO=s88-c-k-c0x00ffffff-no-rj"
"@YaboiShxdøw","$1,99","This is my first super thanks I hope you see this (GUYS HE SAW IT)","859","null"
"@ColinDiscord","₫50.000","Idk what to say but here ya go.","872","null"
"@2KE-587","$2,00","Yo","98","https://yt3.ggpht.com/vz5HR1BBg6p-IHFfiIiQPzrq1-OjtgX3QNwUwwgJ2eYq-TQ4u5HYp-TthQKBx0M9ZFGIbc_TwX8=s88-c-k-c0x00ffffff-no-rj"
"@FirasAlkasah","₺100,00","Thanks!","346","https://yt3.ggpht.com/t2cs8Sr_0GRfsxbtHEpJVE_OsVCQejllLAC4Imdq_NKa4_7FalYepH6Eu5INyhPDbtjkPQOdSVc=s88-c-k-c0x00ffffff-no-rj"
"@Dreamskiyyy","$4,99","Thanks! Broski for your good content","143","https://yt3.ggpht.com/wQrDHDSJJaciCiY5atomiRdEQ5dG-vpwMCzexFGT9mufY2On5Gw5DD5-iO32fYpgc59YcPh_cNQ=s88-c-k-c0x00ffffff-no-rj"
"@Bonezz333","$1,99","I took my friend life savings","206","null"
"@Olivershorts909","€2,49","Bro be playing obese mode ","8,8 K","https://yt3.ggpht.com/FpFdF8PB0lk48y1kgKp0nb9Vo4XEltN2YmI4vvlSdoXLVyroce2eAm-itcZ-Urh9eRQfJtInTHs=s88-c-k-c0x00ffffff-no-rj"
"@therealdater69","₹200,00","Betrayal never comes from your enemies 🫤🫤","1,2 K","https://yt3.ggpht.com/onGfcR8pHgcoo0bU95qk2Rlya46alSpFzDYbUkx7YEHk-R-lxtGFK6JV1UGveBJmWt6Zv_tYSQ=s88-c-k-c0x00ffffff-no-rj"
"@flamez613","$1,99","“It would be the closest people that betray in the end” ","1,1 K","https://yt3.ggpht.com/K3IN-hI8bP3f6kxr_cz3WMs7r1DxGEXCJMiKsdzXJJ-puP7Kj8mjR_7pZvgSm1Ze25UTDuKgIPM=s88-c-k-c0x00ffffff-no-rj"
"@Greenninja0221","MYR 6,00",""Im frend" damnit.......dremskiy","2,4 K","null"
"@Dreamskiyyy","$1,99","Damm that’s enough to make a grown man cry","3,5 K","null"
"@australiaball-q8z","AU$14,99","Hey Zdak I just wanted to let you know I had a rough day at school today but when I see your posts it always makes my day and so for that take this cash","2,7 K","https://yt3.ggpht.com/vNiErx7KNUphSkFMZ_6-d2wgGrzuaATbtIgVf79ML5LaVKyyJomiol1iebJGclZ0dj4d55IcjQ=s88-c-k-c0x00ffffff-no-rj"
"@Patrick_yubinnikku","AU$2,99","Artificial intelligence ain’t artificial intelligencing ","842","null"
"@yukihanindabudiman992","IDR 79.000,00","im sure u remember me :3","515","null"
"@Gniewix","PLN 10,00","Thanks for that information!","1,9 K","https://yt3.ggpht.com/aDoIL-11MvBsReEQmDmoaNug-RZimwdNvWVYCHxL8K5d9NssRQQvQ5U4uvG8Xx0Aof3bDbAMOA=s88-c-k-c0x00ffffff-no-rj"
"@ardaonal470","₺20,00","Hello from Türkiye","129","https://yt3.ggpht.com/ytc/AIdro_ksPKVf2Ouv5hfxkOmy_he4DTf398aF7cAso0exfXs=s88-c-k-c0x00ffffff-no-rj"
"@cricbuzztmahesh","₹200,00","Please message me your favourite team in IPL(Indian Premier League)","336","https://yt3.ggpht.com/xKIqkLpLUc-kxBQx7U8EoL63x6dSs5E8y4BQkuzCusNKMEJBpXmdAFwMSdIOutuap6MllrjHiYc=s88-c-k-c0x00ffffff-no-rj"
"@thirdythe3rdbro","$2,00","Bro really thought outside the box","510","https://yt3.ggpht.com/5l6SRGmDZH3MjVVG-8IxkmJTKzhQ6fBNV__NrDLwQS-qU6ZB0_jT_k0ZIUaHpcIADgsN1ApT=s88-c-k-c0x00ffffff-no-rj"
"@Wojak_thefeelguy","HK$10,00","Bro might be the smartest kid in school....","397","https://yt3.ggpht.com/0QpXCHW_L7p8MhOItE7OMmvEWMnEAfTpHSinOVlbBVbFbI180c_vAXD-ZdUMW1hyHTAPgg-KsQ=s88-c-k-c0x00ffffff-no-rj"
"@apieceof_bread","$2,00","The next Albert Einstein, WRITE IT DOWN, WRITE IT DOWN!","337","null"
"@KJroblox-m1c","MYR 6,00","Boss gonna be like: You're fired bro","608","https://yt3.ggpht.com/y8k9u1V2RT_LQGgbeKP1sr7g6O_9derrLQyqm0TnXjQ13eUC6LIXIsEIDt4tFJ9s8-Pv8zUB8w=s88-c-k-c0x00ffffff-no-rj"
"@LEPTICAL1","AU$2,99","Bro’s not keeping his job there ","537","null"
"@ElectroScorpionGD","NZ$3,49","W dad fr","1,6 K","https://yt3.ggpht.com/XLoCpC33QjxSzhEyQpTcEQDxzYZBqjGDX-3pXGZUmyRgW2tgwWTrcNBPQI_Ar5BSqSy63aOdnw=s88-c-k-c0x00ffffff-no-rj"
"@LEPTICAL1","AU$7,99","The hoodie designer learned how to create clothes and dedicated himself entirely for this one  ZDAK NOTICE THIS WHAT YA DOING","386","https://yt3.ggpht.com/a59M2dUru7W8hiDAXqIA6Sk4x1AwLJjRjH3FCcPJAXDYKKp6Xal7FWbBNbAVj0klKoNpjSYwpw=s88-c-k-c0x00ffffff-no-rj"
"@Probaciniscopl","£1,99","“Hold up wait a minute” ahh hoodie","387","null"
"@Caxterfn0_1","$1,99","I didn’t get it tho but now I do that’s just devious","172","null"
"@WubboxRises","£1,99","Furrys:","95","null"
"@skydoesstuff7129","AU$2,99","Use this money to buy oil to oil up lil bro","84","null"
"@LEPTICAL1","AU$2,99","The laugh is everything ","43","null"
"@therealdater69","₹200,00","Bro is a genius ","2,8 K","https://yt3.ggpht.com/onGfcR8pHgcoo0bU95qk2Rlya46alSpFzDYbUkx7YEHk-R-lxtGFK6JV1UGveBJmWt6Zv_tYSQ=s88-c-k-c0x00ffffff-no-rj"
"@keremgaming19","₺20,00","Teknologia!","96","null"
"@EastonPhilips-h1i","$9,99","So Sigma","18 K","https://yt3.ggpht.com/x4SmlS4pA7WoG-NhSGRYVu7e_hA_SZQQIBLePabOI8Xt-W8GZ0s6H1MhrPEUoC4ZOYf2dq1Pzg=s88-c-k-c0x00ffffff-no-rj"
"@LEPTICAL1","AU$2,99","Sand cat","13 K","null"
"@BlazeMc.6","£1,99","Sand","3,4 K","null"
"@Nokshenhere","₹40,00","so funny and the cat is so cute ","1,4 K","null"
"@rimedteeny211","$4,99","“cooked taper fade” ahh cut  *edit: i’m still tryna figure this out cuh","177","https://yt3.ggpht.com/uYfyNFgm8LsNIriFAilnXFFMzsX8zQO_rqhvbukCdHcDd8ZzvrCU0xXbe4JCjVm28yL4uZmF0A=s88-c-k-c0x00ffffff-no-rj"
"@IsaiahBastawang-m7r","PHP 50,00","Im Confused","73","https://yt3.ggpht.com/0EN4V_fJ8Tq2zjwUlObNrnkqwsxLUpTM0FKGCaIq6T8IJjSEohJR5NYMJa8DM9KOFh_Wikrc4g=s88-c-k-c0x00ffffff-no-rj"
"@CharliebatIdklol","$1,99","The book teaches how to be hard  ","419","https://yt3.ggpht.com/ytc/AIdro_k2MBvG9XLwRN9If4YzA0VF87BhAwOctBy8L32dSbG-AmH722OkziMXKiHaJkuGXf4ZlA=s88-c-k-c0x00ffffff-no-rj"
"@Bread818","AU$2,99","Just to keep the streak going ","95","https://yt3.ggpht.com/rWx_fifc2ROt1m7Jp778nU4RTczidv3uCk7p8r6NED_QAcx-OzRt9zS57p3-N1ptN3Xpo3sjLg=s88-c-k-c0x00ffffff-no-rj"
"@Augenblut","€10,00","Sry Bro","6,1 K","https://yt3.ggpht.com/PHDoqMn0T4-S9u9YLro4uP9UuosJWJdumJDcCDOV2Wdpnfy9gTrV99fviq4cFnL_FHbzSw5Hgfw=s88-c-k-c0x00ffffff-no-rj"
"@S0upYT","CA$5,00","I'd buy the ring from him and give him a hug right after retrieving the ring if we met in-person for the transaction.","47 K","null"
"@Steam-dog","CA$6,99","I’ll never say no to you bbg","880","null"
"@ZARAZ-ANIMAL-COMPANY","$1,99","If zdak responds to this he’s a bot","2,8 K","null"
"@potato_-_-0_0-_-_potato","HK$25,00","Uno reverse   Thanks for the -25 Hong Kong Bucks, Zdak!   I appreciate the support! ","788","https://yt3.ggpht.com/ytc/AIdro_mB5VyGqWSiPN7DiHlkQZL2UBUad4g1K3kvJ9J0sKVwgFlHiayRQ5wWyB6lQHF7QvuuIQ=s88-c-k-c0x00ffffff-no-rj"
"@therealdater69","₹200,00","So much wisdom ","2,1 K","https://yt3.ggpht.com/onGfcR8pHgcoo0bU95qk2Rlya46alSpFzDYbUkx7YEHk-R-lxtGFK6JV1UGveBJmWt6Zv_tYSQ=s88-c-k-c0x00ffffff-no-rj"
"@afolayanonesimus3409","NGN 400,00","Bro be saving food from family on this one....","349","null"
"@ViinaPete69","€2,00","I was looking for my phone while watching this","374","https://yt3.ggpht.com/saf22nmlsN7E-pOjwtLXGjaz0VDyr0YUkzGl6HkLlIp5izLTRibJT8eQ61JDf4ju4_Z-Ev1CJQ=s88-c-k-c0x00ffffff-no-rj"
"@dreqw","€2,00","2 Patricks think like 2 patricks","3,8 K","https://yt3.ggpht.com/nad7uGoYygl7ToEJyaGI9NJjF2s_rLd03xcrvk6Oq4FXacFXi3p4LWC1OIkzKjc-J0ZzooklGw=s88-c-k-c0x00ffffff-no-rj"
"@Hjiiks19.","$2,00","These guys make Patrick look smart","1,1 K","null"
"@ElhadjiBarrie","$1,99","Here my life savings I can die peacefully with these two on earth 🫡","1,4 K","null"
"@cricbuzztmahesh","₹40,00","Gamma Sa Re Pa Dha Sa Ni hhhhoo","453","https://yt3.ggpht.com/xKIqkLpLUc-kxBQx7U8EoL63x6dSs5E8y4BQkuzCusNKMEJBpXmdAFwMSdIOutuap6MllrjHiYc=s88-c-k-c0x00ffffff-no-rj"
"@AngelRodriguez-ml7rh","$5,00","Thanks!","4,7 K","https://yt3.ggpht.com/ytc/AIdro_nD47bbe7Qwqh5rr3n1SXt04ntIx3XkkcBT4rijmWr3i52l=s88-c-k-c0x00ffffff-no-rj"
"@aristotelissakellariou6752","€2,00","Ευχαριστούμε!","227","null"
"@michelesegreto7377","€15,00","Grazie.","371","https://yt3.ggpht.com/ytc/AIdro_ngBUUDyMMAyMHb-EvmRyryVUAhoqKHoJIflXGHV0d9B_U=s88-c-k-c0x00ffffff-no-rj"
"@davidherlihy4785","$4,99","Happy Easter everyone! God loves you!","8 K","null"
"@SandySwier","$2,00","This kid i Supa cool","1,1 K","null"
"@ItaloferesMacedo","R$2,00","Valeu!","418","https://yt3.ggpht.com/9O_0NmyQPRrck75H72K1Jmg8JHgZuENdxEEy5gfMOjxrF84Arm0OfFe2oAVczqm0SnCbe6tvWw=s88-c-k-c0x00ffffff-no-rj"
"@vZoEdits","€2,49","Bro brain is not braining ","1,3 K","https://yt3.ggpht.com/-A5oxjvTnWGz7iBfIN8hPQ6emU7YPY1FUpo-RVhOJrD9ESin4rE57IBgm9n3Os7xko8YRGeYWQ=s88-c-k-c0x00ffffff-no-rj"
"@TherealAbrahamLincolne","$2,00","I am back! My re-election is near!","642","null"
"@ajitupadhyay4805","₹40,00","BRUH ITS 2 00s AND 2 4S SO 0024","164","null"
"@Adhirajsingh-er4jv","₹40,00","My brain is not braining (can i get pin )","148","null"
"@WEDITS-379","MYR 6,00","Nahh author tryna start his villain arc","3,8 K","https://yt3.ggpht.com/DP_XFtr_IiJfZmFYfWQJCjZcAUozt5kDp2N4hMq1pdHQostVXq3owsle2y4i0OP2hZAO81-ZHBg=s88-c-k-c0x00ffffff-no-rj"
"@bAntiSpiral","₹40,00","What if the author's name was 'English' ? ","623","null"
"@yojojobro","$5,00","sign language composer got a little quirky at night ","6,2 K","https://yt3.ggpht.com/ZxVQDgVjsQMMsH9aSgNt5a3_cP5LqoIttrqCuoEPUrMupOe2Q9a8LO3100scppACFUqpYERp=s88-c-k-c0x00ffffff-no-rj"
"@JUKNOCKOUTVR","$2,00","Yo, Im back at it again","2,6 K","null"
"@yojojobro","$5,00","fashion designers taking notes ","427","https://yt3.ggpht.com/ZxVQDgVjsQMMsH9aSgNt5a3_cP5LqoIttrqCuoEPUrMupOe2Q9a8LO3100scppACFUqpYERp=s88-c-k-c0x00ffffff-no-rj"
"@Stubby-14","₹40,00","This is Elon Musk ️","477","null"
"@死亡者","£1,99","bro tried to cook and burnt it ","383","null"
"@Diamondapp567","€2,00","They Worked Hard for:      ,,Nothing''","2,4 K","https://yt3.ggpht.com/UGXCYp5IHf1BT2x2hFjqcCaurSa7uRBifP0_gS1TnUrsqh9pmvDbBlPyivD9ZIx1Kq4U_6nv1A=s88-c-k-c0x00ffffff-no-rj"
"@Patrick_yubinnikku","AU$7,99","Bro went from black to white faster than Michael Jackson ","29","https://yt3.ggpht.com/f9m_P09Is-L7WkU0iw1tZwyNyt_HqAVONcjBX8mqBXFTgeeTjHtw816Qs9ZFYu_7oz3FPFVh=s88-c-k-c0x00ffffff-no-rj"
"@Diamondapp567","€2,00","Thats the definition of Clean Hands","1,1 K","https://yt3.ggpht.com/UGXCYp5IHf1BT2x2hFjqcCaurSa7uRBifP0_gS1TnUrsqh9pmvDbBlPyivD9ZIx1Kq4U_6nv1A=s88-c-k-c0x00ffffff-no-rj"
"@GyulyayMehmed","£2,00","Biggest W for the FBI","8,4 K","https://yt3.ggpht.com/ytc/AIdro_lICz0nuz9sPnDqFhPhfdm_kwwE2UvWii0cCqH6ysqI7KnJoHVs8X5YFaMDvNfloZ6UyKs=s88-c-k-c0x00ffffff-no-rj"
"@shanshanchen8678","$2,00","You're welcome!","1,6 K","null"
"@fwjam12","€2,00","As an austrian this is really interesting...","7,9 K","https://yt3.ggpht.com/ytc/AIdro_nLfOnFMQ6NzSrw2H6I0IxTOTRaFU4KZF3Ivl1BybLM4uIzdNMIJ_YKaZy2rosNSpTifw=s88-c-k-c0x00ffffff-no-rj"
"@ForkerUltra","PLN 10,00","  First dono heres some money dud (I'm not polish btw)","956","null"
"@cricbuzztmahesh","₹40,00","I want to gift this to my German friend,Can I ?","677","null"
"@JUKNOCKOUTVR","$2,00","Yo","458","null"
"@AlexMoran-d7x","€2,49","No one getting into that phone. Including himself","6,3 K","https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s88-c-k-c0x00ffffff-no-rj"
"@xafiverlofi","$1,99","Bros hiding his report cards ","1,3 K","null"
"@Logandyssel-e","ZAR 35,00","Bro you have to be  and ","114","null"
"@raeaudrystacatalina7533","PHP 50,00","Pass word in corret be like🫠","155","https://yt3.ggpht.com/ytc/AIdro_lCNrti2RsIE3amdiJmZmiM5SxnT8EwTFWVDPvQG7M3vg=s88-c-k-c0x00ffffff-no-rj"
"@PhilipIsDaGOAT","$2,00","I dont understand the question           Ju-ju-ju just give me my money   Ayyyyyyyy","2,8 K","https://yt3.ggpht.com/c9YIBDZCrHQEh1J2URx2t3EPsGis7lUoFyacs3YjD4f5KUEFEIvkhEp2jma6ZYOhNkufpeE8Rg=s88-c-k-c0x00ffffff-no-rj"
"@Rxndxl_BWU","€2,00","This is my life savings.   Anyways that kid too the context too seriously","797","null"
"@Tinziz","PHP 50,00","i dont blame the kid cuz i also dont understand","539","null"
"@user-dderd","NT$70,00","Racism smash immigrants,welcome","7,9 K","https://yt3.ggpht.com/ODQMCctIpy2s8joa71cLL3-XM7Q5Ee5G-7UCU_C9oQIFh_yt3T14Cv9zfvR6guh6hFxN30Pd=s88-c-k-c0x00ffffff-no-rj"
"@mohamme-_alkingzx90","SAR 7,99","شكرًا","382","null"
"@The.anime.curator","₹40,00","I identify as a 80 Years old  If you have Problem than you are AGO - PHOBIC ","3,4 K","https://yt3.ggpht.com/v6p4Ja7ZwOwkmd9bAaWzIHdHhK1c9F4VHB6bbtVrS2lozNh0J2yDhW3vyAQZhk571cJTiui_g_M=s88-c-k-c0x00ffffff-no-rj"
"@SwBLiSs","$1,99","I know this is nothing, but I love your posts!","328","https://yt3.ggpht.com/q63s0zuP66MORHrjBpNS55kLZj6Vq6tDe8cY3TT33btMqIpEtE3RH9BbCsglcCueWuAb7Pa2_5c=s88-c-k-c0x00ffffff-no-rj"
"@HarutoAmakawa1","₹40,00","Lol.","136","null"
"@The.anime.curator","₹40,00","Suddenly Green lines start appearing","78","null"
"@AliHalloum-ts2cc","CA$5,00","pain","9,5 K","https://yt3.ggpht.com/ytc/AIdro_njMp9P5pDrqRaj4oHRodXslSma01EB2tIA4mBbGR7rDJoi92M1smujcI3N84wSKYdkGA=s88-c-k-c0x00ffffff-no-rj"
"@Visible_yellow","$1,99","Respect 🫡","16 K","null"
"@Editsbyeuropeankid","SAR 7,99","My boy you just won 2.13$","10 K","null"
"@Officiallywewexgm","$1,99",":( I got pinned:OOOOOOOOO","13 K","null"
"@WYXSpace","€2,49","Damn thanks for the likes","2,8 K","null"
"@shonenryuu","€2,00","Here ma last bucks","1,8 K","null"
"@SkylerChase-e2t","$2,00","Thanks!","158","null"
"@Bloxfruitstrainer","$4,99","reply to this comment to be entered into the drawing for permanent gravity.","4 K","https://yt3.ggpht.com/_VFVxaRXLvYcP9Z9NWvWmK-OYOvN_OaL8EDdql2qI371D6QER433R2-3HcbY5L4uVX1wEEbs=s88-c-k-c0x00ffffff-no-rj"
"@hedgecraftTheReal","£2,00","Stealing the pin from Tekjoy        Zdak, let me out your basement             Please ","105","null"
"@DustyNustyYT","฿100,00","Is that poo rain? ","2,6 K","https://yt3.ggpht.com/P7grFnrWfTqtai95KFTbSb7aqaiPp-z-3XblFMBvu3wmI_MsZrZ4O8z6S7uG3uYYSD4VtQ8ubg=s88-c-k-c0x00ffffff-no-rj"
"@The.anime.curator","₹40,00","Pepsi Better","149","null"
"@2KE-587","$500,00","U remember me dude? ️","2,7 K","https://yt3.ggpht.com/vz5HR1BBg6p-IHFfiIiQPzrq1-OjtgX3QNwUwwgJ2eYq-TQ4u5HYp-TthQKBx0M9ZFGIbc_TwX8=s88-c-k-c0x00ffffff-no-rj"
"@memezynhoz_177","R$20,00","Thats actually example of a risk Bro risked it all ","6,7 K","null"
"@The.anime.curator","₹40,00","A person who thinks all the tim.. ... ... .. ... .... ..","1,4 K","null"
"@hedgecraftTheReal","£5,00","Bro really did provide an example of a risk    He thought outside the box       Enjoy the bri'ish money  🇬🇧    Seriously, do you keep children in your basement and force them to donate to you        EDIT: MOM IM FAMOUS   EDIT 2:- 5.6K LIKES! MOST I EVER GOT  Edit 3- 5.7k likes! Why yall liking this so much ","5,7 K","https://yt3.ggpht.com/NyIvjPP5nHfwLCPKVuDtJLR1eaz7MyPyZflq3mUx6xNNsucNiFj5tRMqv_qm9_YVemCpPfEzNzk=s88-c-k-c0x00ffffff-no-rj"
"@hedgecraftTheReal","£2,00","Some high quality craftsmanship here       Why does everyone dono to  thid guy ","286","null"
"@2KE-587","$50,00","Hey zdak!..... OIL UP DIDDY is outside ️","29","https://yt3.ggpht.com/vz5HR1BBg6p-IHFfiIiQPzrq1-OjtgX3QNwUwwgJ2eYq-TQ4u5HYp-TthQKBx0M9ZFGIbc_TwX8=s88-c-k-c0x00ffffff-no-rj"
"@The.anime.curator","₹40,00","I want some broke friends like him","40","null"
"@lamar_kendrick123","$5,00","poly buzz sponsorship is crazy   family ties by baby keem","25","null"
"@DustyNustyYT","฿1.000,00","Yo wassup its me akin   I'll donate tommorow too  Edit: why did zdak pin that guy on top of me ","13 K","https://yt3.ggpht.com/P7grFnrWfTqtai95KFTbSb7aqaiPp-z-3XblFMBvu3wmI_MsZrZ4O8z6S7uG3uYYSD4VtQ8ubg=s88-c-k-c0x00ffffff-no-rj"
"@nisrineabbas7048","$1,99","Bro really figured out!  Edit THANK YOU ZADK.  Edit 2 THANK YOU FOR 6 LIKES! I APPETICATE YOU","189","null"
"@PDLD_official","R$2,00","Bro just called him "Short" in the most confusing way possible ","583","null"
"@amandasullivan2498","$2,00","Thanks!","1,5 K","null"
"@Bloxfruitstrainer","$4,99","I think they texted Zdak that ","635","null"
"@subhamsahu6172","₹100,00","My brain isn't braining- (I'm back)","716","null"
"@The.anime.curator","₹40,00","Come closer boi","703","null"
"@Bloxfruitstrainer","$4,99","Reply to enter the giveaway","2 K","https://yt3.ggpht.com/_VFVxaRXLvYcP9Z9NWvWmK-OYOvN_OaL8EDdql2qI371D6QER433R2-3HcbY5L4uVX1wEEbs=s88-c-k-c0x00ffffff-no-rj"
"@Spawnpoint-s8d","$2,00","Thanks!","221","null"
"@Meryem-3o98","CHF 2,00","Oh here is some money it will help you","104","null"
"@apfelobias5703","€2,00","Take the path to easy YouTube Money ","358","null"
"@The.anime.curator","₹40,00","Still a SAMSUNG Victim","2,9 K","https://yt3.ggpht.com/v6p4Ja7ZwOwkmd9bAaWzIHdHhK1c9F4VHB6bbtVrS2lozNh0J2yDhW3vyAQZhk571cJTiui_g_M=s88-c-k-c0x00ffffff-no-rj"
"@Bloxfruitstrainer","$4,99","I'm hearing the screams again, its coming back to me ","8 K","https://yt3.ggpht.com/_VFVxaRXLvYcP9Z9NWvWmK-OYOvN_OaL8EDdql2qI371D6QER433R2-3HcbY5L4uVX1wEEbs=s88-c-k-c0x00ffffff-no-rj"
"@ezonces","$2,00",""I think i know where this is going..." Ahh moment","2,9 K","null"
"@MilkisEPIC","$1,99","Please send help:3","751","null"
"@Somethinnew12345","$2,00","Crazy","346","null"
"@Bloxfruitstrainer","$4,99","Ain't no way we got me giving money before GTA 6 ","590","https://yt3.ggpht.com/_VFVxaRXLvYcP9Z9NWvWmK-OYOvN_OaL8EDdql2qI371D6QER433R2-3HcbY5L4uVX1wEEbs=s88-c-k-c0x00ffffff-no-rj"
"@XsetClixFan-999","$9,99","Uhm I think I know why it’s heavy YOU HAVE HANDS YOU MOTHER FU- oops I got to angry","1,4 K","https://yt3.ggpht.com/KYXutWy-BStNgh_HH8qInJZ7XzxWWE8cNp7jml47v9pxmGUvfd1C8O9LFRpHD6TmMz6vhVEoKg=s88-c-k-c0x00ffffff-no-rj"
"@SKostod","$5,00","We used to do this back in the good ol' days","537","null"
"@LavaEditz_","₹40,00","","131","null"
"@liamscheid6442","$9,99","Lest be honest. None of us would survive without a McDonald’s. ","724","https://yt3.ggpht.com/PmJKWuM9bz_T0MevSXLQSwxTWX3L0JkWDLpQJQsFKrYRMPEz7-i3Kp29CWuhlfVQ9xyQVF6wgQ=s88-c-k-c0x00ffffff-no-rj"
"@hyloo2140","MYR 15,00",""susmaster"   Edit:YO THANKS ZDAK","5,9 K","https://yt3.ggpht.com/ZcDdhquzuYYVFkiZClsbpbaCrhUsBTL42mczU64yQLnNBIgIV83WPe96zLSAzZ2GJb10MloFp3s=s88-c-k-c0x00ffffff-no-rj"
"@BoxingCake","NZ$2,00",""If you vote me, your sexist" ahh moment","4,1 K","null"
"@leannelee8829","HK$10,00","Hehe","206","null"
"@Darsy-jas","AED 17,99","he just gave up","203","null"
"@shanshanchen8678","$2,00","","71","null"
"@Patrick_yubinnikku","AU$7,99","Google being racist ","8","https://yt3.ggpht.com/f9m_P09Is-L7WkU0iw1tZwyNyt_HqAVONcjBX8mqBXFTgeeTjHtw816Qs9ZFYu_7oz3FPFVh=s88-c-k-c0x00ffffff-no-rj"
"@wolfandcruzbros","NZ$8,99","Google gone insane with this one lol","722","null"
"@SCP-8917-A-1","$1,99","Gotta continue the tradition. Can’t let no one slip.","366","null"
"@hyloo2140","MYR 6,00","Zdak remember me?    Edit: why does everyone complaining of I'm a kid I'M NOT A KID","291","null"
"@Bloxfruitstrainer","$4,99","1+ Subscriber ","1,8 K","https://yt3.ggpht.com/_VFVxaRXLvYcP9Z9NWvWmK-OYOvN_OaL8EDdql2qI371D6QER433R2-3HcbY5L4uVX1wEEbs=s88-c-k-c0x00ffffff-no-rj"
"@kingstongates5435","$1,99","Thanks!  Edit 1 thanks so much this is the most likes I’ve gotten","368","null"
"@BananaButFreshy","₺50,00","Banana (comment banana and keep it going)","363","null"
